Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Planned,Executable,Rejected,UsedShortPassage,FailedShortPassage,SafeReroute,Length,RememberedCells
Geometry risk only,10,1,3,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,10,2,1,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,10,2,2,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,10,2,3,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,10,3,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,10,3,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,10,3,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,10,4,1,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,10,4,2,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,10,4,3,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,10,5,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,10,5,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,10,5,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,11,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,11,1,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,11,1,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,11,2,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,2,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,2,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,3,1,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,3,2,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,3,3,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,11,4,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,11,4,2,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,11,4,3,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,11,5,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,11,5,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,11,5,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,12,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,1,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,1,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,2,1,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,2,2,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,2,3,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,12,3,1,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,12,3,2,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,12,3,3,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,12,4,1,"(5, 7)","(44, 7)",17,True,False,False,True,True,False,39.0,0
Geometry risk only,12,4,2,"(5, 7)","(44, 7)",17,True,False,False,True,True,False,39.0,0
Geometry risk only,12,4,3,"(5, 7)","(44, 7)",17,True,False,False,True,True,False,39.0,0
Geometry risk only,12,5,1,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,12,5,2,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,12,5,3,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,13,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,1,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,1,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,2,1,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,13,2,2,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,13,2,3,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,13,3,1,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,13,3,2,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,13,3,3,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,13,4,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,4,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,4,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,13,5,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,13,5,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,13,5,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,14,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,1,2,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,1,3,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,2,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,14,2,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,14,2,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,14,3,1,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,14,3,2,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,14,3,3,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,14,4,1,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,4,2,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,4,3,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,14,5,1,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,14,5,2,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,14,5,3,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,15,1,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,15,1,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,15,1,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,15,2,1,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,2,2,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,2,3,"(5, 6)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,3,1,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,3,2,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,3,3,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,15,4,1,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,15,4,2,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,15,4,3,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,15,5,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,15,5,2,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,15,5,3,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,16,1,1,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,16,1,2,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,16,1,3,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,16,2,1,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,16,2,2,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,16,2,3,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,16,3,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,16,3,2,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,16,3,3,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,16,4,1,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,16,4,2,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,16,4,3,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,16,5,1,"(5, 6)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,16,5,2,"(5, 6)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,16,5,3,"(5, 6)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,17,1,1,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,17,1,2,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,17,1,3,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,17,2,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,2,2,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,2,3,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,3,1,"(5, 5)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,3,2,"(5, 5)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,3,3,"(5, 5)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,17,4,1,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,17,4,2,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,17,4,3,"(5, 5)","(44, 7)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,17,5,1,"(5, 6)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,17,5,2,"(5, 6)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,17,5,3,"(5, 6)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,18,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,18,1,2,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,18,1,3,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,18,2,1,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,18,2,2,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,18,2,3,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,18,3,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,18,3,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,18,3,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,18,4,1,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,18,4,2,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,18,4,3,"(5, 5)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,18,5,1,"(5, 9)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,18,5,2,"(5, 9)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,18,5,3,"(5, 9)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,19,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,19,1,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,19,1,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,19,2,1,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,19,2,2,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,19,2,3,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,19,3,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,19,3,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,19,3,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,19,4,1,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,19,4,2,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,19,4,3,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,19,5,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,19,5,2,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,19,5,3,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,20,1,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,20,1,2,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,20,1,3,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,20,2,1,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,20,2,2,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,20,2,3,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,20,3,1,"(5, 8)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,20,3,2,"(5, 8)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,20,3,3,"(5, 8)","(44, 8)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,20,4,1,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,20,4,2,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,20,4,3,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,20,5,1,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,20,5,2,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,20,5,3,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,21,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,1,2,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,1,3,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,2,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,2,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,2,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,3,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,3,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,3,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,21,4,1,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,4,2,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,4,3,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,21,5,1,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,21,5,2,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,21,5,3,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,22,1,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,22,1,2,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,22,1,3,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,22,2,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,22,2,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,22,2,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,22,3,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,22,3,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,22,3,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,22,4,1,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,22,4,2,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,22,4,3,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,22,5,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,22,5,2,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,22,5,3,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,23,1,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,23,1,2,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,23,1,3,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,23,2,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,23,2,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,23,2,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,23,3,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,23,3,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,23,3,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,23,4,1,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,23,4,2,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,23,4,3,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,23,5,1,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,23,5,2,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,23,5,3,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,24,1,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,1,2,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,1,3,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,2,1,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,24,2,2,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,24,2,3,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,24,3,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,3,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,3,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,24,4,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,24,4,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,24,4,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,24,5,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,24,5,2,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,24,5,3,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,25,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,1,2,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,1,3,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,2,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,25,2,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,25,2,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
Geometry risk only,25,3,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,25,3,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,25,3,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,25,4,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,4,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,4,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,5,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,5,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,25,5,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,26,1,1,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,26,1,2,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,26,1,3,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,26,2,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,26,2,2,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,26,2,3,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,26,3,1,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,26,3,2,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,26,3,3,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,26,4,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,26,4,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,26,4,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,26,5,1,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,26,5,2,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,26,5,3,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,27,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,27,1,2,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,27,1,3,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,27,2,1,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,27,2,2,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,27,2,3,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,27,3,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,27,3,2,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,27,3,3,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,27,4,1,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,27,4,2,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,27,4,3,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,27,5,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,27,5,2,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,27,5,3,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,28,1,1,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,1,2,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,1,3,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,2,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,2,2,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,2,3,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,28,3,1,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,28,3,2,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,28,3,3,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,28,4,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,28,4,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,28,4,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,28,5,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,28,5,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,28,5,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,29,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
